Sample number,Waterbody name,Beach name,Beach access number,Latitude,Longitude,Collection date,Collection time,Microcystin LR-equivalent concentration (µg/L),Total cyanobacterial cell count (cells/mL),Microcystis mcyE (copies/mL),Anabaena mcyE (copies/mL),Planktothrix mcyE (copies/mL),Sample Type,Description of water,Description of Water - Additional Notes,Turbidity,Colour,Evidence of bloom,Water temperature (°C),Wind direction,24 hr rainfall,24 hr rainfall amount (mm),
M181138,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,29-May-18,2:15 PM,0.12,0,No data,No data,No data,Composite,No data,No data,Total,Brown,Particles in water,14,W,FALSE,0,
M181162,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,5-Jun-18,11:55 AM,<0.10,0,No data,No data,No data,Composite,No data,No data,Moderate,Brown,Particles in water,10.6,No wind,TRUE,4,
M181163,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,12-Jun-18,10:45 AM,0.10,"117,722",No data,No data,No data,Composite,No data,No data,Moderate,Brown,Particles in water,8.6,N,TRUE,9,
M181159,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,19-Jun-18,10:30 AM,0.10,"260,966",No data,No data,No data,Composite,No data,"Calm day, no gust of wind",Clear,Colourless,Particles in water,15.4,No wind,FALSE,0,
M181149,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,26-Jun-18,10:15 AM,<0.10,"64,346",No data,No data,No data,Composite,No data,Calm day,Clear,Colourless,Particles in water,14.1,N,FALSE,0,
M181152,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,3-Jul-18,10:15 AM,0.10,"504,219",No data,No data,No data,Composite,No data,No data,Moderate,Brown,Particles in water,13.8,N,TRUE,2,
M181154,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,10-Jul-18,10:15 AM,0.10,"17,932",No data,No data,No data,Composite,No data,No data,Slight,Colourless,Particles in water,19.8,N,FALSE,0,
M181155,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,17-Jul-18,11:46 AM,0.11,"55,262",No data,No data,No data,Composite,No data,Very few people using the beach,Moderate,Green,Particles in water,22.4,N,FALSE,0,
M181157,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,24-Jul-18,10:40 AM,0.13,"173,956",No data,No data,No data,Composite,No data,No data,Moderate,Brown,Particles in water,14.1,NW,FALSE,0,
M181364,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,31-Jul-18,2:30 PM,0.24,"30,896",No data,No data,No data,Composite,No data,No data,Moderate,Brown,Particles in water,20.8,NW,TRUE,2,
M181340,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,7-Aug-18,11:10 AM,0.74,"32,773",No data,No data,No data,Composite,No data,No data,Slight,Brown,Particles in water,19.7,No wind,FALSE,0,
M181367,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,14-Aug-18,10:15 AM,0.28,"19,898",No data,No data,No data,Composite,No data,No data,Moderate,Brown,Particles in water,14.3,No wind,FALSE,0,
M181363,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,21-Aug-18,12:05 PM,0.87,"60,086",No data,No data,No data,Composite,No data,No data,Moderate,Brown,Streaks on surface,18.1,No wind,FALSE,0,
M181361,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,28-Aug-18,No data,No data,"112,472",No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,
M181136,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,29-May-18,11:45 AM,<0.10,0,No data,No data,No data,Composite,No data,Turbid due to wind & wave action,Moderate,Green,Particles in water,13,W,FALSE,0,
M181161,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,5-Jun-18,10:30 AM,<0.10,0,No data,No data,No data,Composite,No data,Turbidity due to wind & wave action,Moderate,Brown,Particles in water,8.9,W,TRUE,4,
M181160,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,12-Jun-18,9:55 AM,0.10,"2,500",No data,No data,No data,Composite,No data,Turbidity due to heavy winds,Slight,Colourless,Particles in water,3.6,W,TRUE,9,
M181339,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,19-Jun-18,9:30 AM,<0.10,"355,141",No data,No data,No data,Composite,No data,"Calm day, no gust of wind",Clear,Colourless,No evidence,15.9,No wind,FALSE,0,
M181150,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,26-Jun-18,9:30 AM,<0.10,"159,283",No data,No data,No data,Composite,No data,"Pretty calm day, minimal wind",Clear,Colourless,Particles in water,13.9,W,FALSE,0,
M181151,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,3-Jul-18,9:30 AM,<0.10,"78,059",No data,No data,No data,Composite,No data,No data,Slight,Colourless,Particles in water,13.1,NW,TRUE,2,
M181153,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,10-Jul-18,9:25 AM,<0.10,"5,126",No data,No data,No data,Composite,No data,Very calm,Clear,Colourless,No evidence,17.5,No wind,FALSE,0,
M181156,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,17-Jul-18,10:46 AM,<0.10,"338,259",No data,No data,No data,Composite,No data,Calm but hot day; a lot of people using the beach today,Slight,Green,Particles in water,19.6,No wind,FALSE,0,
M181158,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,24-Jul-18,10:00 AM,0.11,"166,748",No data,No data,No data,Composite,No data,No data,Moderate,Brown,Particles in water,13.8,N,FALSE,0,
M181365,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,31-Jul-18,1:50 PM,<0.10,"69,374",No data,No data,No data,Composite,No data,Lots of people at the beach,Slight,Colourless,Particles in water,21.9,No wind,TRUE,2,
M181341,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,7-Aug-18,10:30 AM,0.72,"16,825",No data,No data,No data,Composite,No data,No data,Slight,Colourless,Particles in water,16.8,NW,FALSE,0,
M181368,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,14-Aug-18,11:15 AM,0.63,"115,409",No data,No data,No data,Composite,No data,No data,Slight,Colourless,Particles in water,15.5,SE,FALSE,0,
M181366,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,21-Aug-18,12:45 PM,0.68,"88,479",No data,No data,No data,Composite,No data,No data,Slight,Brown,Particles in water,17.1,No wind,FALSE,0,
M181362,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,28-Aug-18,No data,No data,"348,541",No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,
M181106,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,29-May-18,1:30 PM,0.11,0,No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,11.3,W,FALSE,0,
M181104,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,5-Jun-18,8:39 AM,<0.10,0,No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,11,NE,TRUE,2,
M181108,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,19-Jun-18,8:30 AM,<0.10,"2,535,014",No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,15,No wind,FALSE,0,
M181110,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,26-Jun-18,10:02 AM,0.10,"15,823",No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,19,No wind,FALSE,0,
M181112,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,3-Jul-18,8:54 AM,0.10,"50,633",No data,No data,No data,Composite,No data,No data,Moderate,Colourless,No evidence,15,SE,TRUE,2,
M181114,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,11-Jul-18,6:53 AM,0.12,"1,664,810",No data,No data,No data,Composite,No data,No data,Slight,Colourless,No evidence,17,SE,FALSE,0,
M181116,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,17-Jul-18,9:00 AM,<0.10,"42,380",No data,No data,No data,Composite,No data,No data,Slight,Brown,Particles in water,20,No wind,FALSE,0,
M181118,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,24-Jul-18,8:30 AM,0.12,"49,492",No data,No data,No data,Composite,No data,No data,Slight,Colourless,Particles in water,18,SE,FALSE,0,
M181120,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,31-Jul-18,9:06 AM,0.13,"137,261",No data,No data,No data,Composite,No data,No data,Slight,Brown,Particles in water,20,NE,TRUE,2,
M181122,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,7-Aug-18,9:47 AM,0.51,"13,295",No data,No data,No data,Composite,No data,No data,Clear,Colourless,Particles in water,20,SE,FALSE,0,
M181124,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,14-Aug-18,9:57 AM,0.35,"2,743",No data,No data,No data,Composite,No data,No data,Slight,Colourless,No evidence,20,SE,FALSE,0,
M181128,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,21-Aug-18,10:23 AM,0.43,"158,883",No data,No data,No data,Composite,No data,No data,Slight,Colourless,Particles in water,20,SE,FALSE,0,
M181130,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,28-Aug-18,No data,No data,"24,235",No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,
M181135,Pigeon Lake,Zeiner Park,9180135,53.062174,-114.165139,5-Jun-18,10:00 AM,0.10,0,No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,17,NE,TRUE,2,
M181133,Pigeon Lake,Zeiner Park,9180135,53.062174,-114.165139,19-Jun-18,10:10 AM,<0.10,"5,615,032",No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,14,NE,FALSE,0,
M181129,Pigeon Lake,Zeiner Park,9180135,53.062174,-114.165139,26-Jun-18,11:01 AM,<0.10,"90,717",No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,19,NE,FALSE,0,
M181127,Pigeon Lake,Zeiner Park,9180135,53.062174,-114.165139,3-Jul-18,10:44 AM,<0.10,"75,949",No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,16,SE,TRUE,2,
M181125,Pigeon Lake,Zeiner Park,9180135,53.062174,-114.165139,11-Jul-18,9:54 AM,<0.10,"374,303",No data,No data,No data,Composite,No data,No data,Clear,Colourless,Particles in water,20,SE,FALSE,0,
M181123,Pigeon Lake,Zeiner Park,9180135,53.062174,-114.165139,17-Jul-18,9:45 AM,<0.10,"124,957",No data,No data,No data,Composite,No data,No data,Slight,Brown,Particles in water,21,No wind,FALSE,0,
M181119,Pigeon Lake,Zeiner Park,9180135,53.062174,-114.165139,24-Jul-18,9:44 AM,0.11,"4,072",No data,No data,No data,Composite,No data,No data,Clear,Colourless,Particles in water,18,SE,FALSE,0,
M181121,Pigeon Lake,Zeiner Park,9180135,53.062174,-114.165139,31-Jul-18,10:23 AM,0.12,"13,066",No data,No data,No data,Composite,No data,No data,Slight,Brown,Scums on surface,20,NE,TRUE,2,
M181117,Pigeon Lake,Zeiner Park,9180135,53.062174,-114.165139,7-Aug-18,10:46 AM,0.30,"5,127",No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,20,No wind,FALSE,0,
M181115,Pigeon Lake,Zeiner Park,9180135,53.062174,-114.165139,14-Aug-18,11:15 AM,0.65,"18,209",No data,No data,No data,Composite,No data,No data,Slight,Colourless,Particles in water,20,SE,FALSE,0,
M181113,Pigeon Lake,Zeiner Park,9180135,53.062174,-114.165139,21-Aug-18,11:43 AM,0.40,"29,381",No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,19,No wind,FALSE,0,
M181111,Pigeon Lake,Zeiner Park,9180135,53.062174,-114.165139,28-Aug-18,No data,No data,"103,956",No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,
M181057,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573,50.121816,-113.747921,27-Aug-18,11:30 AM,0.40,0,No data,No data,No data,Composite,No data,No data,Moderate,Brown,Particles in water,17,N,TRUE,0.6,
M181207,Shiningbank Lake,Shiningbank Lake Campground - Beach,9020073,53.864750,-116.034000,10-Aug-18,10:45 AM,0.23,"182,415",No data,No data,No data,Composite,No data,Blue-green algae observed at the shore,Clear,Green,Scums on surface,20,SW,FALSE,0,
M181206,Shiningbank Lake,Shiningbank Lake Day Use Beach,9013404,53.851284,-116.041855,10-Aug-18,11:10 AM,0.26,"18,480",No data,No data,No data,Composite,No data,Blue-green algae noted,Slight,Green,Scums on surface,20,SW,FALSE,0,
M181292,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,53.865406,-111.082565,26-Jun-18,11:20 AM,3.75,"19,831",No data,No data,No data,Grab,No data,No data,Clear,Colourless,Particles in water,17,SW,FALSE,0,
M181369,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,53.865406,-111.082565,26-Jun-18,11:20 AM,4.56,"21,308",No data,No data,No data,Grab,No data,No data,Clear,Colourless,Particles in water,17,SW,FALSE,0,
M181371,Stoney (Siler) Lake,Stoney (Siler) Lake Municipal Beach,9240014,53.865406,-111.082565,26-Jun-18,11:20 AM,3.24,"13,080",No data,No data,No data,Grab,No data,No data,Clear,Colourless,Particles in water,17,SW,FALSE,0,
M181370,Stoney (Siler) Lake,Stoney (Siler) Lake Rodeo Association Beach,8825310,53.852154,-111.074883,26-Jun-18,11:40 AM,3.44,"23,059",No data,No data,No data,Grab,No data,No data,Slight,Green,Particles in water,17,SW,FALSE,0,
M181148,Sylvan Lake,Sylvan Lake Park Beach,9601442,52.314696,-114.087925,5-Jun-18,11:00 AM,0.11,0,No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,9,W,FALSE,0,
M181141,Sylvan Lake,Sylvan Lake Park Beach,9601442,52.314696,-114.087925,19-Jun-18,11:00 AM,0.12,654,No data,No data,No data,Composite,No data,No data,Clear,Colourless,Particles in water,13,N,FALSE,0,
M181143,Sylvan Lake,Sylvan Lake Park Beach,9601442,52.314696,-114.087925,3-Jul-18,11:00 AM,0.12,"39,557",No data,No data,No data,Composite,No data,Very windy,Clear,Green,No evidence,15,N,TRUE,1,
M181418,Sylvan Lake,Sylvan Lake Park Beach,9601442,52.314696,-114.087925,17-Jul-18,11:00 AM,0.11,"3,734",No data,No data,No data,Composite,No data,No data,Slight,Green,No evidence,27,N,FALSE,0,
M181399,Sylvan Lake,Sylvan Lake Park Beach,9601442,52.314696,-114.087925,31-Jul-18,11:00 AM,0.11,0,No data,No data,No data,Composite,No data,No data,Clear,Green,No evidence,20,N,TRUE,<1,
M181406,Sylvan Lake,Sylvan Lake Park Beach,9601442,52.314696,-114.087925,21-Aug-18,11:30 AM,<0.10,0,No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,21,N,FALSE,0,
M181058,Twin Valley Reservoir,Twin Valley Reservoir - Boat Launch,8823574,50.236548,-113.402522,20-Aug-18,11:30 AM,7.94,781,No data,No data,No data,Composite,No data,Haze due to smoke from B.C. fires,Slight,Green,Scums on surface,16,NW,FALSE,0,
M181372,Vincent Lake,Sunset Beach Boat Launch,No data,54.106800,-111.316066,25-Jun-18,11:20 AM,1.64,No data,No data,No data,No data,Grab,No data,Big storm on Saturday (23) night; blue-green algae was reported Friday (22); sample collected 25th,Moderate,Green,Particles in water,21,SE,TRUE,No data,
M181289,Vincent Lake,Westcove Boat Launch,No data,54.108029,-111.355170,25-Jun-18,3:00 PM,7.97,No data,No data,No data,No data,Grab,No data,Big storm on Saturday (23) night; blue-green algae was reported Friday (22); sample collected 25th; no recorded rain by Env. Canada location,Total,Other,Streaks on surface,21,NE,TRUE,No data,
M191212,Bangs Lake,No data,No data,54.158824,-111.030642,18-Jul-19,2:25 PM,<0.10,"167,656",No data,No data,No data,Composite,No data,No data,Moderate,Green,Particles in water,18,SW,TRUE,19,
M191267,Bangs Lake,No data,No data,54.158824,-111.030642,18-Jul-19,2:25 PM,<0.10,"121,505",No data,No data,No data,Grab,No data,No data,Moderate,Green,Particles in water,18,SW,TRUE,19,
M191320,Bear Lake,Campground Beach,9011737,55.269105,-118.974960,23-Jul-19,1:00 PM,4.42,"55,209",No data,No data,No data,Composite,No data,Green/blue colour,Moderate,Other,Streaks on surface,18,NW,TRUE,2,
M191321,Bear Lake,Bear Lake Bible Camp,9010199,55.267422,-118.966291,23-Jul-19,1:40 PM,8.46,"7,066",No data,No data,No data,Composite,No data,Green/blue colour,Moderate,Other,Streaks on surface,18,NW,TRUE,2,
M191342,Cold Lake,Marina,No data,54.465346,-110.170802,23-Jul-19,11:45 AM,<0.10,"1,617",No data,No data,No data,Composite,No data,No data,Slight,Green,Scums on surface,21,NE,FALSE,0,
M191343,Cold Lake,Marina,No data,54.465346,-110.170802,24-Jul-19,10:00 AM,No data,"479,076",No data,No data,No data,Composite,No data,No data,Moderate,Green,No data,21,No data,FALSE,0,
M191201,Floatingstone Lake,Floatingstone Lake Recreation Area,9601752,54.213171,-111.626071,12-Aug-19,1:55 PM,14.53,"260,597",No data,No data,No data,Grab,No data,No data,Moderate,Green,Streaks on surface,21,No wind,FALSE,0,
M191123,Heritage Lake,Heritage Lake,9011520,53.797870,-113.664297,22-May-19,9:57 AM,0.18,"7,421",No data,No data,No data,Composite,No data,No data,Clear,Green,No evidence,No data,No wind,FALSE,0,
M191124,Heritage Lake,Heritage Lake,9011520,53.797870,-113.664297,29-May-19,9:15 AM,1.00,"2,960",No data,No data,No data,Composite,No data,No data,Slight,Brown,No evidence,No data,SW,FALSE,0,
M191125,Heritage Lake,Heritage Lake,9011520,53.797870,-113.664297,3-Jun-19,9:45 AM,3.96,"1,126",No data,No data,No data,Composite,No data,Green/brown colour,Moderate,Other,No evidence,7,N,FALSE,0,
M191126,Heritage Lake,Heritage Lake,9011520,53.797870,-113.664297,10-Jun-19,9:18 AM,5.18,901,No data,No data,No data,Composite,No data,No data,Slight,Colourless,No evidence,15.1,SW,TRUE,18.8,
M191129,Heritage Lake,Heritage Lake,9011520,53.797870,-113.664297,17-Jun-19,9:20 AM,4.59,"1,651",No data,No data,No data,Composite,No data,No data,Slight,Brown,No evidence,20.6,S,FALSE,0,
M191127,Heritage Lake,Heritage Lake,9011520,53.797870,-113.664297,26-Jun-19,9:28 AM,5.31,"7,016",No data,No data,No data,Composite,No data,No data,Slight,Colourless,No evidence,18.1,W,TRUE,3,
M191128,Heritage Lake,Heritage Lake,9011520,53.797870,-113.664297,3-Jul-19,9:30 AM,2.83,670,No data,No data,No data,Composite,No data,No data,Slight,Colourless,No evidence,17.9,NW,TRUE,1,
M191130,Heritage Lake,Heritage Lake,9011520,53.797870,-113.664297,8-Jul-19,9:30 AM,3.21,"7,500",No data,No data,No data,Composite,No data,No data,Slight,Brown,No evidence,18.8,N,TRUE,7,
M191318,Islet Lake,Islet Lake Estates,No data,53.452553,-112.829306,9-Jul-19,9:35 AM,20.31,"15,459",No data,No data,No data,Grab,No data,Accumulation of suspected blue-green algae at canoe dock,Moderate,Green,Scums on surface,14.4,N,FALSE,0,
M191319,Islet Lake,Islet Lake Estates,No data,53.452553,-112.829306,9-Jul-19,9:35 AM,0.74,"33,508",No data,No data,No data,Grab,No data,Accumulation of suspected blue-green algae at canoe dock,Moderate,Green,Scums on surface,14.4,N,FALSE,0,
M191347,Islet Lake,Islet Lake Estates,No data,53.452553,-112.829306,9-Sep-19,1:55 PM,0.17,898,No data,No data,No data,Grab,No data,No data,Slight,Brown,No evidence,15.7,E,TRUE,3,
M191348,Islet Lake,Islet Lake Estates,No data,53.452553,-112.829306,9-Sep-19,1:55 PM,0.15,"11,976",No data,No data,No data,Grab,No data,No data,Slight,Brown,No evidence,15.7,E,TRUE,3,
M191148,Jackfish Lake (Parkland County),Public Beach Area,9610366,53.484905,-114.229306,14-Aug-19,11:00 AM,0.13,"6,168",No data,No data,No data,Composite,No data,Observed green particles floating through water column,Slight,Green,Particles in water,19.9,NW,FALSE,0,
M191346,Jackfish Lake (Parkland County),Public Beach Area,9610366,53.484905,-114.229306,14-Aug-19,11:00 AM,0.13,No data,No data,No data,No data,Grab,No data,Observed green particles floating through water column,Slight,Green,Particles in water,19.9,NW,FALSE,0,
